ICD9,ICD10
0923,4259300
093,9008800
0941,4261001
0942,4261001
0943,4261001
0944,4260800
0949,4261001
0951,4261700
0952,4260200
0953,4259600
0959,4259603
096,4259601
0971,9009200
0972,9009200
0973,4260500
0981,4262300
0982,4262900
0983,4259900
0991,4262100
0999,9008800
100,4264403
101,4263201
1021,4267600
1029,9008900
1031,4268300
1032,4267700
1033,4267700
1041,4562900
1042,9009300
1043,9009300
1044,9009300
1049,9009300
105,9008900
106,4263202
1091,9008900
1099,9008900
110,4264401
111,4264400
1121,4265000
1122,4269201
1129,9006700
1131,4268600
1132,4268600
1133,4280000
1139,4268600
1141,4265000
1142,4265000
1143,4268001
1144,4279702
1145,4281000
1149,4264700
1151,4255100
1152,4285700
1153,4263200
1159,9006600
1160,9006400
1161,4265900
1162,4265900
1163,4265300
1164,4265300
1169,9006400
1171,4267100
1172,4267100
1173,4267100
1174,4267100
1175,9006200
1176,4267100
1179,4267100
1191,9006700
1192,4264404
1199,9006700
1200,4256000
1201,4256000
1202,4256300
1210,4278500
1211,4276400
1212,4276400
1213,4276404
1214,4276404
1221,4274000
1222,4276401
1229,9007600
1231,4276100
1232,9007300
1233,4276101
1234,4276102
1235,4276403
1236,4278501
1239,4276403
1240,9007400
1241,4280600
1242,4276404
1243,4280600
1244,4276700
1251,4275800
1252,4275800
1253,4275800
1254,4274604
1255,4277000
1256,4278200
1259,9007500
1261,4274602
1262,4274603
1263,4274601
1264,4274604
1265,4274605
1266,4274900
1267,4274600
1269,4274605
1271,4277000
1272,4277000
1273,4277000
1274,4277000
1279,9007500
1280,9006800
1281,4255101
1282,9007200
1283,9007100
1284,9006800
1285,4266200
1286,9007200
1287,4266200
1288,9007200
1289,9007200
1291,4274004
1292,4274002
1293,9007602
1294,4279101
1297,9007600
1298,9007601
1299,9007602
1300,4256000
1301,4256000
1302,4256300
1311,4269800
1319,4269800
132,9007500
133,4269801
1341,4269802
1342,4269803
1343,4269803
1351,4269804
1359,4269804
1363,4273400
1364,4273400
1365,4271900
1366,4271902
1369,4269805
1370,4270101
1371,4270200
1372,4270100
138,4270400
139,9007700
1400,4256600
1401,4256600
1402,4256900
1411,4274001
1419,9008000
1421,9009400
1422,4281800
1423,4280900
1424,4280900
1425,4280900
1426,9008000
1427,9008000
1429,9008000
1431,4277300
1432,4277301
1433,4280901
1434,4280901
1435,4280901
1439,9007900
1441,4277600
1449,4277600
1451,4277300
1452,4277301
1453,4280901
1454,4280901
1455,4280901
1459,9007900
146,4281200
1471,4271901
1472,4272201
1473,4269802
1474,4272201
1475,4274003
1479,9007800
149,9008000
1501,3007536
1509,9008100
1511,4283300
1512,4283300
1513,4283300
1519,4283300
1521,4283300
1522,4283300
1529,4283300
153,4283300
154,4283300
1551,4284800
1559,4284800
156,4284500
157,4253604
159,9008100
1601,4253000
1602,4253604
1609,4253300
161,9006100
1621,9202100
1622,4253300
1623,4253301
1629,9008300
1631,4251500
1639,4251200
1641,4250900
1642,4250601
1649,4250600
1651,4253604
1652,4253605
1659,4253600
1661,4252100
1662,4251803
1663,4252700
1664,4253604
1665,4252700
1666,4252700
1669,4252700
1671,4251803
1672,4251803
1681,4253002
1682,4255400
1689,9006000
1691,4282400
1692,4254200
1693,9006100
1698,9008300
1699,9006100
1801,9011900
1802,9011900
1809,4150300
1811,9011900
1812,3007528
1819,9011900
1821,3010400
1829,4150600
1831,4566502
1839,9011100
184,3005200
185,4565900
186,4151200
1871,4579401
1872,9011100
1879,9011000
189,9011100
190,4161100
1911,4160800
1919,4160800
1921,4160800
1929,4160800
193,9011500
194,4153000
1952,4154200
1953,4154200
1954,4154200
1955,4154200
196,4153000
199,9011200
2001,4163201
2009,4162601
201,4165000
2021,4155703
2022,9011600
2023,4153302
2031,1130300
2032,3007529
2039,9011400
2041,4154500
2042,4155701
2049,4155700
2051,4163500
2059,4164401
2061,4160200
2062,4160200
2071,4159001
2072,9011800
2079,4159000
208,9011300
2091,9011400
2092,4156600
2093,4161402
2094,4164700
2095,4155702
2096,4161700
2097,4161700
2098,4161700
2099,9011400
2100,4167700
2101,4167700
2102,4165600
2103,4167700
2104,4172500
2105,4170700
2106,4170700
2107,4168000
2109,4168000
211,3007518
2121,4176400
2122,3007518
2129,3007518
2130,3123001
2131,9013000
2132,3123001
214,9013200
215,4167100
2161,4167400
2162,4168601
2169,4168902
2171,4773800
2172,4774100
2181,3005203
2182,4571401
2183,4505100
2184,4565000
2185,4564100
2186,4563200
2187,4563800
2188,4167102
2189,9013200
2191,4168300
2199,9013300
2200,4170100
2201,4170100
2202,4170400
2211,4171605
2212,4174300
2219,4171605
222,4171601
2231,4171000
2239,4171300
2241,4174300
2242,4173709
2250,4175202
2251,4173704
2252,4175202
2253,4175202
2260,4171606
2261,4171606
2262,4171606
2263,4173702
2264,4175201
2271,4172200
2279,4171604
229,4171604
2301,9731300
2309,9731100
2311,9724100
2312,9732100
2313,9732100
2319,9732100
232,9751100
233,9755100
2341,9761100
2342,9764200
2343,9764200
2349,9757200
235,9738700
2361,5262700
2369,9778200
2370,9741900
2371,9741900
2372,9743200
2373,9743200
2374,9743400
240,9739900
2411,3007526
2412,5020000
2419,3007523
242,9739800
2431,3007526
2432,9739900
2439,9724500
244,9737400
245,9733100
246,9738100
247,9781100
248,9796100
2491,5261801
2499,9798600
2501,3007519
2502,3007519
2509,3027802
251,9013500
252,3027200
253,4177901
254,4177901
2551,3027802
2559,9013600
2591,3027802
2592,3027800
2593,3027801
2594,9013700
2599,9013700
260,3026600
2611,3009409
2612,3007522
2619,3009409
2621,3026601
2629,9013800
2630,3025600
2631,3025300
2632,3025600
2641,9013900
2642,3026900
2649,9013900
2691,3026200
2699,9014000
270,9739200
271,9014100
2721,3007524
2722,3007524
2723,3007526
2724,3007526
2729,3007523
2731,9014100
2732,9014100
2741,3028101
2742,4566500
2743,3123003
2749,9014101
2751,3005202
2752,3003200
2753,3005204
2754,4567700
2755,4545102
2756,4544802
2757,4520602
2759,9014200
2761,9014201
2762,4570700
2763,4571000
2769,9014201
2771,4181000
2772,4181001
2773,9014202
2779,9014302
2791,3028100
2792,9014300
2799,9014300
280,4180700
2811,3007525
2819,9014600
282,4178900
283,4178901
284,4178900
285,4180400
286,4180100
287,4179700
2891,9014400
2892,9014400
2899,9014600
290,4177900
2911,4176402
2912,3007526
2919,3007526
292,3028600
2931,4177600
2932,4177001
2933,4178200
2939,9014900
294,4571600
2951,9014700
2952,3028900
2953,4571401
2954,4175800
2959,4571600
2991,3007526
2992,3911200
2999,9014700
3001,9016400
3009,9016100
301,4183700
3021,4186400
3022,9016100
3029,4184000
303,4183400
304,4183400
310,4187000
311,4188300
3121,4188301
3129,4188301
313,9016400
3141,4176404
3142,4184900
3143,4184900
3144,4184900
3145,9016100
3148,4187000
3149,9016200
315,9016700
3161,9016000
3162,9016000
3163,9016000
3164,4187300
3169,4187602
3171,4187901
3172,4187902
3173,4187903
3174,4188302
3175,4187906
3179,4187904
3191,3932401
3192,9016000
3193,4190503
3194,9219300
3195,3845309
3198,9016000
3199,9016200
3201,4190100
3209,9016500
321,9016500
3221,3844000
3222,9017000
3228,9016900
3229,3844000
323,3843800
324,3843801
325,3843802
326,3844101
329,3844000
330,9016500
331,3841804
3321,4188901
3322,4189800
3323,4188900
3324,4188900
3325,3845604
3326,3841200
3327,4189801
3328,3841802
3329,9016500
3331,3932701
3332,3840300
3333,9034702
3334,3842700
3339,3842700
3341,9016500
3342,9016500
3343,9017300
3348,9016500
3349,9017300
3351,9017200
3359,9017201
336,9020501
3391,4190400
3392,9016500
3393,3032000
3398,9016500
3399,3845602
3401,3840900
3402,3841800
3403,3865601
3404,3840900
3405,3840900
3409,3841500
341,3032000
3421,3843600
3422,3844801
3423,3841801
3424,3841801
3425,3844801
3426,3032000
3427,3841800
3428,9017500
3429,9017501
343,3844602
344,9017500
3451,3842101
3459,3842400
346,3842402
3471,3840900
3472,3840900
3473,9017600
3474,3845700
3479,9017600
3481,9017502
3482,9017800
3483,9017800
3484,9017800
3485,3845603
3489,9017502
3491,3840300
3492,1822800
3493,9017300
3499,3845603
3500,3845610
3501,3845610
3502,3848700
3503,3845610
3504,3845611
3510,3848000
3511,3848000
3512,3848001
3513,3845601
3514,3848002
3520,3848900
3521,3848900
3522,3848800
3523,3848902
3524,3848802
3525,3848904
3526,3848806
3527,3848903
3528,3848804
3531,3849000
3532,3849000
3533,3847500
3534,3849000
3535,3849000
3539,3849000
3541,3873900
3542,3873900
3550,3875102
3551,3874202
3552,3874200
3553,3875102
3554,3874202
3560,3875103
3561,3874203
3562,3875103
3563,3874203
3570,3875102
3571,3874202
3572,3875102
3573,3874203
3574,3875100
3581,3875102
3582,3874202
3583,3874202
3584,9022400
3585,3870002
3586,9020800
3587,3870000
3591,3874500
3592,3875700
3593,3875701
3594,3875702
3595,3875102
3596,3827001
3598,3845612
3599,3845615
3601,3530400
3602,3530400
3603,3850500
3604,9022100
3605,3530500
3606,3531000
3607,3531002
3609,9022100
3610,3849704
3611,3849700
3612,3849701
3613,3849702
3614,3849703
3615,3850000
3616,3850300
3619,3849704
362,3865300
363,3865300
3691,3845619
3699,3845619
370,3840600
3710,3865000
3711,3865000
3712,3845000
3721,3820000
3722,3820300
3723,3820600
3724,3845002
3725,3841803
3726,3821200
3727,3821200
3729,3841803
3731,3844700
3732,3850700
3733,3867000
3734,3853000
374,3845600
3751,9020400
3759,9020500
3761,3860600
3762,3861500
3763,3860600
3764,3861200
3765,3865300
3766,3865300
3770,3825000
3771,3825001
3772,3825900
3773,3825000
3774,3847000
3775,3845607
3776,3825000
3777,3825902
3778,3825600
3779,9021900
3780,3825300
3781,3825301
3782,3825302
3783,3825307
3785,3825301
3786,3825302
3787,3825307
3789,3825311
3791,3845600
3792,3841803
3793,3841803
3794,3852400
3795,3852103
3796,3852400
3797,3852103
3798,3852400
3799,3845600
3800,3410604
3801,4000903
3802,3410000
3803,3410301
3804,3410604
3805,3410300
3806,3410302
3807,3410307
3808,3410303
3809,3250800
3810,9022900
3811,3980600
3812,9022900
3813,3353900
3814,3350900
3815,3350600
3816,3353000
3818,3353900
3820,3530600
3821,3007520
3822,3532400
3823,3410900
3829,9022300
3830,3276600
3831,4000903
3832,3382700
3833,3276600
3834,9021002
3835,3276600
3836,3276600
3837,3383609
3838,3276600
3839,3381813
3840,9021303
3841,4000903
3842,9021303
3843,9021303
3844,9021302
3845,9021300
3846,3383900
3847,3383909
3848,3382104
3849,3382113
3850,3250800
3851,3980600
3852,3410619
3853,3250800
3855,3410619
3857,3410317
3859,3250800
3860,9022300
3861,4000903
3862,9022300
3863,9022300
3864,9022300
3865,9022300
3866,9022300
3867,9022300
3868,9022300
3869,3250800
387,3480000
3880,3410614
3881,3980600
3882,3410614
3883,3410614
3884,3410614
3885,3410310
3886,3410614
3887,3410317
3888,3410614
3889,3250800
3891,3452400
3892,1330002
3893,9022000
3894,1375701
3895,9022000
3896,1375700
3898,3452400
3899,1375700
390,3873300
391,3060300
3921,3873301
3922,3270004
3923,3276300
3924,3272100
3925,9021104
3926,9021103
3927,3451800
3928,3981800
3929,3276300
3930,9020903
3931,9020903
3932,3381510
3941,3865600
3942,3451800
3943,3413000
3944,3451500
3945,3451500
3949,9022300
3950,4556303
3951,3980000
3952,3307000
3953,3411200
3954,3855000
3955,9022300
3956,3354800
3957,3354801
3958,3354800
3959,9022300
3961,3860300
3962,3857400
3963,3858800
3964,3825600
3965,9022500
3966,9022500
398,9022300
3990,3530300
3991,3410614
3992,3250001
3993,3450000
3994,3450001
3995,1310000
3996,1360300
3997,3857700
3998,3005800
3999,9022300
400,9028100
4011,3007500
4019,9028300
4021,3032500
4022,3007511
4023,3033200
4024,3032900
4029,9028200
403,3032501
4040,3032800
4041,3032800
4042,3032800
4050,9028202
4051,3033300
4052,9028202
4053,9028202
4054,3033000
4059,9028202
4061,3841800
4062,3841800
4063,3841800
4064,3841800
4069,3841800
409,9028300
4100,1370600
4101,1370607
4102,1370606
4103,1370600
4104,1370608
411,3037520
412,3037520
4131,3008100
4132,3009403
4133,3007509
4138,9028000
4139,3009403
4141,3037521
4142,3037521
4143,3059700
415,3059700
4191,1370000
4192,9028000
4193,3037521
4194,3037521
4195,3037521
4198,9028000
4199,3037521
4201,3029302
4209,3029302
4210,3029300
4211,3029300
4212,3029300
4219,3029300
4221,3047303
4222,3047302
4223,3047303
4224,3047304
4225,3055900
4229,9030100
4231,3055900
4232,3055900
4233,3047813
4234,3047900
4239,3055900
4240,3053500
4241,3053500
4242,3053500
4251,4390600
4252,3054100
4253,3054501
4254,3054101
4255,3054500
4256,3054500
4258,3054500
4259,3054500
4261,4390600
4262,3054100
4263,3054501
4264,3054101
4265,3054500
4266,3054500
4268,3054500
4269,4384300
427,3053202
4281,3049000
4282,3056000
4283,3029301
4284,3029301
4285,3051800
4286,3053500
4287,3053500
4289,3053500
4291,3052000
4292,4181900
4299,9030100
430,3037506
4311,3048100
4319,3037507
433,4393000
4341,3047804
4342,3052000
4349,3052000
435,3051802
436,3051800
437,3051801
4381,3050302
4389,3050302
4391,3052100
4399,3052100
4400,3049600
4401,3049600
4402,3049900
4403,3049600
4411,3037522
4412,3047302
4413,3047300
4414,3047301
4415,3007512
4419,9095000
4421,3037506
4422,3047500
4429,3037513
4431,3051500
4439,3051500
4440,3037510
4441,3037510
4442,3037510
4443,3047500
4444,1350600
4445,3047803
4449,3050500
445,9030400
4461,9034202
4462,9033900
4463,9030400
4464,3053000
4465,9030400
4466,3052702
4469,9030400
4491,3052000
4492,3037512
4493,9095000
4494,9095000
4499,9030500
4500,3037503
4501,3037506
4502,3037503
4503,3037502
4511,3056900
4512,3209500
4513,3047300
4514,3047301
4515,3007513
4516,3047301
4519,3208400
4521,3037523
4522,3209000
4523,3209000
4524,3208400
4525,3209001
4526,3007514
4527,3007514
4528,3208400
4529,3208400
4530,3047804
4531,3058000
4532,3058000
4533,9095800
4534,9095800
4541,9095900
4542,3209300
4543,9030800
4544,3047902
4549,9095900
4550,9033600
4551,9033600
4552,9033601
4561,4381001
4562,3056600
4563,3056600
4571,3200301
4572,3200300
4573,3200301
4574,3200500
4575,3200600
4576,3200300
4579,3200400
458,3201200
4590,3200300
4591,3056600
4592,3056600
4593,3056600
4594,3200300
4595,3200300
4601,3037529
4602,3056600
4603,3037528
4604,3200000
4610,3037504
4611,3037528
4613,3037504
4614,3037504
4620,3037529
4621,3037529
4622,3206900
4623,3037529
4624,3037501
4631,3037501
4632,3047805
4639,3037516
4640,3056300
4641,3056300
4642,3056302
4643,3056301
4650,3056204
4651,3056204
4652,3056205
4660,9095100
4661,3056204
4662,3056204
4663,9095100
4664,9095100
4671,9034202
4672,9034202
4673,3037524
4674,9034000
4675,3037525
4676,9034001
4679,9030900
4680,4380100
4681,3037508
4682,3037511
4685,3209400
4691,3056600
4692,3056600
4693,3056600
4694,3200301
4695,1360000
4696,1360000
4699,9031000
470,3057100
471,3057100
472,3057100
4791,9031100
4792,9031100
4799,9031100
480,9033800
481,9031400
4821,3037523
4822,3208400
4823,3207500
4824,3207501
4825,3209600
4826,3007534
4829,9209200
4831,9031200
4832,9209200
4833,3047901
4834,9031201
4835,9034100
4841,3203900
4849,3203900
485,3203900
4861,3203000
4862,3202500
4863,3202400
4864,3203900
4865,3203900
4869,3204700
4871,9034200
4872,3056205
4873,4396300
4874,9031300
4875,3211700
4876,3211100
4879,9031300
4881,3217401
4882,9034100
4891,3211400
4892,9033200
4893,9034100
4899,9031400
4901,3217401
4902,3217401
4903,3214200
4904,9031501
4911,3215600
4912,3215601
4921,3217100
4922,3007534
4923,3007534
4929,3007534
4931,9031500
4939,9031501
4941,3213200
4942,3213200
4943,3213200
4944,3213501
4945,3213500
4946,3213800
4947,3214700
4949,3213800
4951,3215000
4952,3215000
4959,3215000
496,9031501
4971,9034201
4972,3212000
4973,3215601
4974,3220300
4979,3212900
4991,3217401
4992,3220600
4993,3217401
4994,9031600
4995,9034500
4999,9031600
500,3043100
5011,3040900
5012,3041100
5019,9031900
5021,3041600
5022,3041500
5029,3041400
503,3041800
504,9034600
5051,9031700
5059,9031700
5061,3042200
5069,9031800
5091,9031901
5092,1360000
5093,1360000
5094,9034700
5099,9031900
5101,3009404
5102,3037526
5103,3037505
5104,3037526
5110,3048400
5111,3048401
5112,3009404
5113,3007515
5114,3048401
5115,3048401
5119,9032200
5122,3044300
5123,3044500
5131,9032000
5132,3046000
5133,3046002
5134,3046100
5135,3046000
5136,3046004
5137,3046007
5139,3046006
5141,3045400
5142,3045400
5143,9033700
5149,3045400
5151,3045400
5159,3045400
5161,9032300
5162,3045802
5163,4397200
5164,3048401
5169,4397200
5171,3047201
5172,3047201
5179,9032100
5181,3045804
5182,3045801
5183,3045805
5184,3049400
5185,3048500
5186,3049100
5187,3049100
5188,3045202
5189,9032100
5191,9034203
5192,9032100
5193,3047000
5194,9032100
5195,3045101
5196,3009404
5198,3009404
5199,9032300
5201,3057500
5209,3058100
5211,3009405
5212,3007516
5213,3048402
5214,3048402
5219,9032600
5221,3048402
5222,3057800
523,3037527
524,3058600
5251,3059300
5252,3058300
5253,3059300
5259,3059300
526,3059300
527,3058400
5280,9032400
5281,9032400
5282,9032400
5283,9032400
5292,9033700
5293,3049101
5294,9034900
5295,9032500
5296,3058900
5297,3049100
5298,3049400
5299,9032600
5300,3061402
5301,3061402
5302,3061402
5303,3061402
5304,3061402
5305,3061402
5310,3061403
5311,3061403
5312,3061403
5313,3061403
5314,3061403
5315,3061403
5316,3061403
5317,3061403
5321,3061400
5329,3061400
5331,3061401
5339,3061401
5341,3061700
5349,3061700
5351,3040300
5359,3040301
5361,3040501
5369,3040504
537,3060100
5380,3060101
5381,3060100
5382,3040301
539,3040301
540,9095200
5411,3037300
5412,3038500
5413,3037300
5419,3039400
5421,3039000
5422,3007517
5423,3037300
5424,3009406
5425,3039600
5429,3037300
543,4394800
544,3571314
545,3037800
5461,3040303
5462,3040304
5463,3040304
5464,9032901
5471,4386700
5472,9032900
5473,9032901
5474,9032902
5475,9032903
5490,1311000
5491,3040600
5492,9095200
5493,1310900
5494,3040800
5495,9095200
5496,9034702
5497,9034701
5498,1310008
5499,9033100
5501,3653701
5502,3655200
5503,3662400
5504,3663900
5511,3653700
5512,3655201
5521,3662700
5522,3662700
5523,3656100
5524,3653701
5529,9035400
5531,3655801
5539,3658804
554,3652201
5550,3651601
5551,3653101
5552,3651601
5553,3651901
5554,3651603
5561,3650301
5569,3650300
557,9035000
5581,9035000
5582,9035000
5583,9035000
5584,9035000
5585,9035000
5586,9035000
5587,3656401
5589,9035000
5591,9035400
5592,3662400
5593,3664900
5594,3664900
5595,1360000
5596,1360000
5597,9035400
5598,9035400
5599,9035400
560,3685700
561,3683000
562,3661201
5631,3680300
5632,9035600
5633,3680600
5634,3007533
5635,3686000
5639,9035800
5640,3657900
5641,3657900
5642,3657902
5651,3660001
5652,3660900
5661,3658501
5662,3660903
5671,3659401
5672,3660903
5673,9035700
5674,3658801
5675,3659701
5679,9035700
5681,9035800
5682,9035700
5683,3662100
5684,9035700
5685,9035700
5686,9035700
5689,9035700
5691,3680301
5692,9035500
5693,9035500
5694,9035501
5695,9035800
5699,9035800
570,3683300
5711,3704100
5712,3700806
5717,3701100
5718,3700800
5719,3700801
5721,3700801
5722,3702301
5731,3681201
5732,3681200
5733,3683600
5734,3007510
5739,9036300
5741,3681202
5749,3683904
5751,3780000
5759,9036000
576,3700001
5771,3701400
5779,3701400
5781,3700402
5782,3702301
5783,3703801
5784,3702901
5785,3737500
5786,3705000
5787,9036100
5788,3700402
5789,3700402
5791,3685401
5792,3682700
5793,3684200
5794,3680000
5795,3680001
5796,9035900
5797,9035900
5798,9035901
5799,9036301
580,3732400
581,3732100
5821,3731500
5822,3731500
5823,3007531
5824,3007531
5829,3007531
5831,3731801
5839,3730300
5841,3730600
5842,3730600
5843,3733300
5844,3730600
5845,3782100
5846,3737500
5847,3734200
5849,9036400
585,3732401
586,3730300
5891,3732400
5892,3733000
5893,3738700
5894,3681101
5899,9036500
5900,3760700
5901,3661503
5902,3661501
5909,3653700
5911,9036900
5919,9036900
5921,3007532
5929,9036600
593,9036200
594,3559900
595,3704401
596,9036200
5971,3704401
5972,3733900
5973,9036200
5979,3560000
598,3682400
5991,9036900
5992,9036900
5993,9036700
5994,3680002
5995,3680900
5999,9036600
600,3721202
6011,3721800
6012,3721200
6013,3009408
6014,3007521
6015,3721200
6018,9039500
6019,9039501
6021,3720300
6022,3720700
6023,3720301
6024,3720302
603,3720003
604,3720004
605,3720900
6061,9040700
6062,3720003
6063,3720000
6064,3720001
6065,3720002
6069,3720005
6071,3009408
6072,9039100
6073,9039300
6079,9039501
6081,3721202
6082,9040700
6091,3721800
6092,3721801
6093,9039500
6094,9039200
6095,9039400
6096,3722300
6099,9039500
610,3760400
6111,3760402
6119,9039800
612,3063100
613,3743800
6141,9039700
6142,9039701
6149,9039701
6191,3062800
6192,9039600
6199,9039801
620,3760406
6211,3009407
6212,3064404
6219,9040100
622,3064407
623,3064100
6241,3064101
6242,3064100
625,3780300
6261,9040000
6269,9040000
627,3064102
6291,3760406
6292,3064406
6299,9040101
6301,3064406
6309,3064412
631,3063100
632,3760102
633,3064408
634,3761300
6351,3064411
6352,9039900
6353,3064411
6359,3064411
636,3762300
6370,3762303
6371,3064402
6372,3064403
6373,3762303
6381,3064410
6382,3761901
6383,3761903
6384,3064410
6385,3064410
6386,3761601
6389,3064410
6391,3760400
6392,3064400
6393,3064401
6394,3064412
6395,3064412
6399,3064412
640,3065300
6411,3007527
6419,9040202
642,9040300
643,3740500
6441,3740800
6442,3741700
6443,9040400
6444,9040400
6445,9040400
6449,9040400
645,9040500
6491,9040202
6492,9040200
6493,9040201
6494,9040202
6495,3742600
6496,3743202
6497,3742601
6498,9040501
6499,9040600
650,3563707
6511,3563706
6512,3563706
6519,3563706
6521,3563707
6522,3563800
6523,3563804
6524,3563708
6525,3572000
6529,3563801
653,3563802
654,3563811
6551,3563803
6552,3563803
6561,3563812
6562,3563812
6571,9043000
6572,3572900
6573,3569404
6579,9043001
658,3563709
6591,3551800
6592,3572900
6593,3563707
6594,9043100
6595,9043001
6599,9043100
6601,3563806
6602,3569403
6611,9043200
6612,3571000
6619,9043400
662,3568800
663,3568802
664,3563809
6651,3563810
6652,3563810
6661,3563808
6662,3567801
6663,3563808
6664,3568803
6669,3571308
6671,9043300
6672,3569401
6673,3569401
6674,3569401
6679,9043300
668,3570300
6690,3567703
6691,3570300
6692,3568800
6693,3569404
6694,9043300
6695,3570301
6696,3569404
6697,3569401
6698,3567701
6699,9043400
670,3564002
6711,3560802
6712,3560802
6713,3561400
6719,3560802
672,3561800
6731,3560801
6732,3560800
6733,3560801
6734,3553902
6739,3560801
674,3561804
675,1651100
6761,3561802
6762,3561802
6769,3561802
680,3564900
6811,3550000
6812,3563000
6813,3562000
6814,3572600
6815,3563705
6816,3563000
6819,3562000
6821,3563300
6822,3562301
6823,3562200
6829,9045200
683,3565300
684,3565301
685,3565700
686,3566700
687,3566701
688,9045002
689,3565301
6901,3564300
6902,1656400
6909,3564000
6919,3563702
6921,3568000
6922,3568400
6923,3568000
6929,3568000
693,3562000
6941,9043501
6942,9043501
6943,9043501
6949,9043501
6951,3564301
6952,1656401
6959,3550300
696,3550300
697,3550300
6981,1321200
6982,1321201
6983,1321500
6984,1321800
6985,1321801
6989,1321802
6991,3550300
6992,1651200
6993,3564002
6994,1657000
6995,3550900
6996,1651200
6997,3556700
6998,3568000
6999,9043600
700,3557200
7011,1651200
7012,3557200
7013,3556600
7014,3557201
7021,3553904
7022,3553904
7023,3553903
7024,3553903
7029,3558000
7031,3550900
7032,3550900
7033,3555700
7034,3553901
7041,3556000
7042,3556100
7050,3558000
7051,3557600
7052,3557601
7061,3556500
7062,3556500
7071,3556700
7072,3559600
7073,3559600
7074,3559600
7075,3559603
7076,3556700
7077,3559000
7079,3556700
708,3556500
7091,9043800
7092,9043800
7101,9044100
7109,3556900
7111,3561500
7119,9044100
7121,3551300
7122,3551300
7123,3551300
7124,3551300
7129,3551300
7131,3553900
7139,9044000
714,3553001
715,3554800
7161,3553601
7162,3553602
7171,3553300
7172,3553300
7179,3553300
718,9044100
719,9044200
720,9046800
721,9046800
7221,9046801
7229,9046801
7231,9046802
7239,9046802
724,9046804
7251,9047002
7252,9047001
7253,9047004
7254,9047003
726,9047002
7271,9046900
7279,9046900
728,9046800
729,9046800
7301,9046503
7309,9046601
731,9046504
7321,9047105
7322,9047104
733,9046805
7341,9046500
7342,9046501
7349,9046502
7351,9047106
7359,9046700
736,9047200
738,9047600
7391,9047100
7392,9047300
7393,9047400
7394,9047500
7399,9047700
7401,1652000
7402,1652001
7411,1652002
7412,1652003
742,1652000
743,3567700
744,1652000
7491,3564900
7499,1652000
750,9046100
7511,1660000
7512,1661800
752,1661500
7531,9046000
7532,1651400
7533,1660600
7534,1651401
7535,1660600
7536,9046400
7537,9046300
754,9048200
7550,9047800
7551,1657100
7552,9047800
7561,9048000
7562,9048001
7569,9048100
757,9048300
758,1656700
7591,9048400
7592,9048401
7593,1657001
7594,1657000
7599,9047700
7601,4560500
7609,4350309
7611,5020000
7619,9059400
762,4350312
7631,4560500
7639,9067800
7641,4559900
7642,4559900
7643,4560803
7644,9067802
7645,9067802
7646,4560803
765,4575800
7661,4572500
7662,4572500
7663,4572500
7664,4572500
7665,4572501
7666,4572501
7667,4576100
7668,4576101
7669,4576101
7670,9053003
7671,9053002
7672,4776200
7673,4775300
7674,4777400
7675,4775600
7676,4777700
7677,9053001
7678,9053002
7679,9053003
7691,4564700
7692,5262400
7693,4700000
7694,5320300
7695,5320600
7696,5012400
7697,4792700
7699,4576101
7700,9057300
7701,9057300
7702,4821200
7703,4840602
7704,4840613
7705,4842406
7706,9055500
7707,4820600
7708,4840615
7709,9057300
7710,9059100
7711,4350312
7712,4350600
7713,4350303
7714,4350305
7715,4350601
7716,9059100
7717,4350306
7718,4350308
7719,9059100
7720,9056900
7721,4840607
7722,4841200
7723,4840602
7724,4840613
7725,4842406
7726,9055500
7727,9055400
7728,5033300
7729,9056900
7730,9056900
7731,4840607
7732,4841200
7733,4840602
7734,4840613
7735,4842406
7736,9055500
7737,4841800
7738,4840615
7739,9056900
7740,5020000
7741,5020000
7742,5020000
7743,5020000
7744,4840613
7745,5020000
7746,5020000
7747,5020000
7748,5020000
7749,5020000
7751,4983300
7752,4982700
7753,4982700
7754,4983300
7756,4984800
7757,4984801
7758,9055900
7759,4983300
7760,4350312
7761,4350312
7762,4892700
7763,4892700
7764,4840613
7765,4350601
7766,4892700
7767,4892700
7768,4840615
7769,4793600
7770,4892700
7771,4350312
7772,4892700
7773,4892700
7774,4840613
7775,4350601
7776,4892700
7777,4892700
7778,4840615
7779,4350312
7780,9057200
7781,4840611
7782,4841201
7783,4840603
7784,4840614
7785,4842407
7786,4950304
7787,4840601
7788,4840004
7789,4842403
7790,9057200
7791,4840612
7792,4841201
7793,4840603
7794,4840614
7795,4842407
7796,4950304
7797,4840601
7798,4840004
7799,4842403
7800,4823900
7801,4823900
7802,4821200
7803,4822400
7804,4823000
7805,4820000
7806,9055500
7807,4820600
7808,4840615
7809,4823900
7810,5013000
7811,5013000
7812,4821200
7813,4840602
7814,4840613
7815,4842406
7816,9055500
7817,4820600
7818,4840615
7819,5013000
7820,4850900
7822,4850900
7823,4840602
7824,4850900
7825,4820000
7827,4850300
7828,4850900
7829,4850900
7830,9059500
7832,5030300
7833,5030300
7834,4823000
7835,5030300
7837,5030300
7838,4986000
7839,4746201
7840,9058900
7841,9058900
7842,4821200
7843,4840602
7844,4840613
7845,4820000
7846,9055500
7847,4820600
7848,4840615
7849,9058900
7850,4792100
7851,4792100
7852,4821200
